,Open,High,Low,Close,Date,Volume
369,0.325172,0.325172,0.292925,0.320574,2017-06-22 18:00:00,176870000.0
370,0.310808,0.310808,0.27538,0.27538,2017-06-26 18:00:00,187278000.0
371,0.2809,0.2809,0.262806,0.262806,2017-06-29 18:00:00,67769400.0
372,0.255292,0.259848,0.255292,0.259848,2017-07-02 18:00:00,60477900.0
373,0.254387,0.255837,0.239652,0.239652,2017-07-06 18:00:00,87737800.0
374,0.236171,0.236171,0.186181,0.186181,2017-07-10 18:00:00,279893000.0
375,0.205163,0.205163,0.171654,0.171654,2017-07-14 18:00:00,132139000.0
376,0.144688,0.18925,0.144688,0.16227,2017-07-18 18:00:00,139979000.0
377,0.187339,0.194755,0.182354,0.194755,2017-07-22 18:00:00,196450000.0
378,0.191998,0.191998,0.173468,0.173468,2017-07-26 18:00:00,34618900.0
379,0.165379,0.168693,0.165379,0.167145,2017-07-30 18:00:00,56473400.0
380,0.17656,0.17656,0.173609,0.174492,2017-08-02 18:00:00,31552200.0
381,0.174084,0.184159,0.174084,0.178999,2017-08-06 18:00:00,58673900.0
382,0.191757,0.191757,0.179888,0.179888,2017-08-10 18:00:00,54005900.0
383,0.17429,0.17429,0.162467,0.162467,2017-08-14 18:00:00,99978000.0
384,0.160204,0.160787,0.155775,0.155775,2017-08-18 18:00:00,87806000.0
385,0.159505,0.248587,0.159505,0.248587,2017-08-22 18:00:00,1782180000.0
386,0.220536,0.220536,0.203322,0.203322,2017-08-26 18:00:00,194379000.0
387,0.223638,0.254085,0.218175,0.254085,2017-08-30 18:00:00,421998000.0
388,0.249645,0.249645,0.22457,0.228848,2017-09-02 18:00:00,189239000.0
389,0.206462,0.22686,0.206462,0.223218,2017-09-06 18:00:00,103081000.0
390,0.211528,0.214914,0.210045,0.214914,2017-09-10 18:00:00,137781000.0
391,0.20922,0.20922,0.164177,0.181167,2017-09-14 18:00:00,292527000.0
392,0.178489,0.189366,0.178489,0.183936,2017-09-18 18:00:00,54680000.0
393,0.18244,0.18244,0.171347,0.177651,2017-09-22 18:00:00,32293700.0
394,0.175581,0.203149,0.175581,0.203149,2017-09-26 18:00:00,250229000.0
395,0.196986,0.196986,0.193591,0.196932,2017-09-29 18:00:00,54584900.0
396,0.203369,0.203454,0.202849,0.203454,2017-10-02 18:00:00,49127700.0
397,0.213899,0.238596,0.213899,0.238596,2017-10-06 18:00:00,79461900.0
398,0.279843,0.279843,0.249302,0.264808,2017-10-10 18:00:00,162503000.0
399,0.250161,0.265509,0.250161,0.265509,2017-10-14 18:00:00,283097000.0
400,0.255936,0.255936,0.213848,0.213848,2017-10-18 18:00:00,304018000.0
401,0.210527,0.210527,0.198939,0.198939,2017-10-22 18:00:00,99132900.0
402,0.207547,0.207547,0.202493,0.202493,2017-10-26 18:00:00,29633100.0
403,0.20161,0.202776,0.200793,0.200793,2017-10-30 18:00:00,43202900.0
404,0.194131,0.208601,0.194131,0.208601,2017-11-02 18:00:00,384713000.0
405,0.204145,0.209832,0.202402,0.209832,2017-11-06 18:00:00,112888000.0
406,0.216912,0.217419,0.206187,0.210117,2017-11-10 18:00:00,137105000.0
407,0.196401,0.212758,0.196401,0.212758,2017-11-14 18:00:00,100024000.0
408,0.223418,0.230733,0.223418,0.230733,2017-11-18 18:00:00,193756000.0
409,0.239804,0.245077,0.232854,0.245077,2017-11-22 18:00:00,238979000.0
410,0.24466,0.253946,0.24466,0.253946,2017-11-26 18:00:00,195641000.0
411,0.298582,0.298582,0.240521,0.250447,2017-11-29 18:00:00,272495000.0
412,0.255387,0.255487,0.251969,0.251969,2017-12-02 18:00:00,133663000.0
413,0.252982,0.252982,0.222823,0.222823,2017-12-06 18:00:00,274201000.0
414,0.251643,0.251643,0.238779,0.250616,2017-12-10 18:00:00,175432000.0
415,0.379427,0.865028,0.379427,0.76057,2017-12-14 18:00:00,3210330000.0
416,0.762863,0.792545,0.729334,0.792545,2017-12-18 18:00:00,1455610000.0
417,0.774137,1.18,0.774137,1.18,2017-12-22 18:00:00,1544270000.0
418,1.03,1.41,1.03,1.41,2017-12-26 18:00:00,2876210000.0
419,1.43,2.28,1.43,2.28,2017-12-30 18:00:00,4654810000.0
420,2.31,3.13,2.31,3.13,2018-01-02 18:00:00,6678660000.0
421,3.22,3.4,2.93,3.4,2018-01-06 18:00:00,2412330000.0
422,2.45,2.45,1.93,1.93,2018-01-10 18:00:00,6211300000.0
423,2.03,2.03,1.67,1.67,2018-01-14 18:00:00,1798380000.0
424,1.2,1.61,1.2,1.54,2018-01-18 18:00:00,3689240000.0
425,1.58,1.58,1.3,1.34,2018-01-22 18:00:00,3071850000.0
426,1.33,1.33,1.21,1.23,2018-01-26 18:00:00,772842000.0
427,1.42,1.42,1.14,1.14,2018-01-30 18:00:00,1106340000.0
428,1.14,1.14,0.896766,0.896766,2018-02-02 18:00:00,3559920000.0
429,0.919951,0.919951,0.692773,0.779269,2018-02-06 18:00:00,2345600000.0
430,0.732428,1.09,0.732428,1.09,2018-02-10 18:00:00,4747340000.0
431,1.01,1.15,1.01,1.15,2018-02-14 18:00:00,1442970000.0
432,1.15,1.21,1.13,1.13,2018-02-18 18:00:00,1120790000.0
433,1.14,1.14,0.949136,0.95568,2018-02-22 18:00:00,904021000.0
434,0.999782,0.999782,0.949314,0.961025,2018-02-26 18:00:00,463012000.0
435,0.953311,0.953311,0.90914,0.914247,2018-02-27 18:00:00,316422000.0
436,0.904932,1.02,0.904932,0.916863,2018-03-06 18:00:00,868140000.0
437,0.876384,0.876384,0.802784,0.802784,2018-03-10 18:00:00,426465000.0
438,0.831416,0.831416,0.700401,0.700401,2018-03-14 18:00:00,468306000.0
439,0.703766,0.703766,0.648311,0.661157,2018-03-18 18:00:00,925265000.0
440,0.73457,0.73457,0.660199,0.660199,2018-03-22 18:00:00,447842000.0
441,0.637919,0.64259,0.600615,0.600615,2018-03-26 18:00:00,382954000.0
442,0.579457,0.579457,0.509616,0.509616,2018-03-30 18:00:00,520045000.0
443,0.51199,0.51199,0.485634,0.499772,2018-04-02 18:00:00,261899000.0
444,0.560281,0.560281,0.475235,0.475235,2018-04-06 18:00:00,208766084.89862934
445,0.487961,0.499125,0.487961,0.492966,2018-04-10 18:00:00,150082659.6644195
446,0.540385,0.635036,0.540385,0.630948,2018-04-14 18:00:00,612117534.9279608
447,0.679873,0.70535,0.656575,0.70535,2018-04-18 18:00:00,605238192.8886201
448,0.789901,0.930385,0.789901,0.869247,2018-04-22 18:00:00,924815947.09067
449,0.875025,0.940198,0.7953,0.851596,2018-04-26 18:00:00,1004687865.0402496
450,0.81365,0.870641,0.81365,0.870641,2018-04-29 18:00:00,867436015.231315
451,0.835343,0.855396,0.835343,0.855396,2018-05-02 18:00:00,526700349.02963585
452,0.887599,0.904192,0.871526,0.871526,2018-05-06 18:00:00,615666633.3589588
453,0.831379,0.831379,0.75557,0.75557,2018-05-10 18:00:00,377984516.1351162
454,0.686171,0.74587,0.686171,0.74171,2018-05-14 18:00:00,597681544.7364846
455,0.697216,0.713594,0.66705,0.679515,2018-05-18 18:00:00,329205517.24410963
456,0.674031,0.697847,0.645209,0.645209,2018-05-22 18:00:00,217172399.08006775
457,0.601199,0.631638,0.601199,0.612349,2018-05-26 18:00:00,212645750.35254568
458,0.606656,0.606656,0.551893,0.605363,2018-05-30 18:00:00,325334388.84330624
459,0.6132,0.641122,0.6132,0.641122,2018-06-02 18:00:00,305541830.52713734
460,0.67912,0.67912,0.661894,0.67339,2018-06-06 18:00:00,261160236.25705957
461,0.675446,0.675446,0.585696,0.585696,2018-06-10 18:00:00,475133281.50036806
462,0.604889,0.604889,0.535162,0.560357,2018-06-14 18:00:00,373201980.4479861
463,0.534229,0.536037,0.525609,0.536037,2018-06-18 18:00:00,266958371.0592306
464,0.547988,0.547988,0.488395,0.488395,2018-06-22 18:00:00,325654524.35729295
465,0.492234,0.492234,0.45545,0.45545,2018-06-26 18:00:00,186485862.2097633
466,0.469691,0.469691,0.44919,0.453132,2018-06-29 18:00:00,294970557.8981606
467,0.465006,0.485941,0.459476,0.485941,2018-07-02 18:00:00,323227123.1605018
468,0.483525,0.488931,0.476424,0.477898,2018-07-06 18:00:00,246779300.5772633
469,0.484152,0.484152,0.444894,0.444894,2018-07-10 18:00:00,232761626.1636006
470,0.449036,0.449036,0.435829,0.438413,2018-07-14 18:00:00,147985465.54448727
471,0.44566,0.504183,0.44566,0.484195,2018-07-18 18:00:00,413129052.0361457
472,0.475552,0.475552,0.445942,0.448753,2018-07-22 18:00:00,178738821.4106066
473,0.44506,0.458664,0.44506,0.448791,2018-07-26 18:00:00,231096150.425549
474,0.452255,0.454544,0.446519,0.446519,2018-07-30 18:00:00,248726668.7194455
475,0.435435,0.447298,0.431148,0.431148,2018-08-02 18:00:00,222305399.53186354
476,0.440919,0.440919,0.413334,0.413334,2018-08-06 18:00:00,258285637.01182634
477,0.380187,0.380187,0.320765,0.320765,2018-08-10 18:00:00,308624072.8380873
478,0.300663,0.300663,0.273937,0.273937,2018-08-14 18:00:00,296755785.8454655
479,0.28168,0.365943,0.28168,0.326364,2018-08-18 18:00:00,444762175.5159049
480,0.343703,0.343703,0.318491,0.319322,2018-08-22 18:00:00,292955423.1148977
481,0.327469,0.328022,0.323589,0.323589,2018-08-26 18:00:00,174306308.69864276
482,0.338318,0.352398,0.335562,0.335562,2018-08-30 18:00:00,268653221.49236953
483,0.33552,0.347983,0.33552,0.342654,2018-09-02 18:00:00,255056352.7135004
484,0.335755,0.335755,0.281468,0.301489,2018-09-06 18:00:00,421848840.5829816
485,0.289365,0.289365,0.268812,0.268812,2018-09-10 18:00:00,302129589.07956
486,0.263836,0.280816,0.263836,0.276881,2018-09-14 18:00:00,326677786.44595754
487,0.281884,0.32195,0.271348,0.32195,2018-09-18 18:00:00,674858731.0026356
488,0.326005,0.573449,0.326005,0.573449,2018-09-22 18:00:00,2492897027.684864
489,0.572513,0.572513,0.494432,0.514999,2018-09-26 18:00:00,1639250152.1956763
490,0.542321,0.571641,0.540111,0.571641,2018-09-29 18:00:00,1081239677.1286824
491,0.581613,0.581613,0.516662,0.516662,2018-10-02 18:00:00,700808852.0455769
492,0.528512,0.528512,0.488679,0.488679,2018-10-06 18:00:00,710572866.3788797
493,0.483068,0.491182,0.46313,0.46313,2018-10-10 18:00:00,419667835.81864566
494,0.382766,0.422132,0.382766,0.405229,2018-10-14 18:00:00,339593825.34062314
495,0.453026,0.475898,0.453026,0.46145,2018-10-18 18:00:00,637016687.1544831
496,0.457672,0.464206,0.456776,0.456776,2018-10-22 18:00:00,317539422.8461864
497,0.463954,0.463954,0.458798,0.461605,2018-10-26 18:00:00,396254310.2027455
498,0.457433,0.463058,0.440914,0.44672,2018-10-30 18:00:00,227040091.18113282
499,0.453618,0.461718,0.453618,0.461718,2018-11-02 18:00:00,493211574.1821052
500,0.457134,0.549979,0.457134,0.549979,2018-11-06 18:00:00,1853044742.6153755
