,Open,High,Low,Close,Date,Volume
45,0.390289,0.391739,0.390289,0.391413,2023-02-21 10:00:00,
46,0.388783,0.393692,0.3885,0.393692,2023-02-21 14:00:00,
47,0.392814,0.394206,0.389312,0.390989,2023-02-21 18:00:00,
48,0.391553,0.391553,0.387607,0.387717,2023-02-21 22:00:00,
49,0.390245,0.390467,0.388185,0.388185,2023-02-22 02:00:00,
50,0.39026,0.390308,0.387372,0.390308,2023-02-22 06:00:00,
51,0.390383,0.394641,0.390383,0.391195,2023-02-22 10:00:00,
52,0.389187,0.392675,0.388651,0.392675,2023-02-22 14:00:00,
53,0.393136,0.395212,0.393136,0.395212,2023-02-22 18:00:00,
54,0.395116,0.396753,0.391732,0.396753,2023-02-22 22:00:00,
55,0.394889,0.396642,0.394316,0.394316,2023-02-23 02:00:00,
56,0.396413,0.39725,0.394305,0.395993,2023-02-23 06:00:00,
57,0.390004,0.391784,0.390004,0.390733,2023-02-23 10:00:00,
58,0.389811,0.389811,0.387984,0.389059,2023-02-23 14:00:00,
59,0.391188,0.391188,0.388506,0.388506,2023-02-23 18:00:00,
60,0.389282,0.389282,0.388397,0.388645,2023-02-23 22:00:00,
61,0.389954,0.389984,0.387888,0.387888,2023-02-24 02:00:00,
62,0.38902,0.389946,0.388751,0.388751,2023-02-24 06:00:00,
63,0.388639,0.389369,0.385244,0.385244,2023-02-24 10:00:00,
64,0.381889,0.381889,0.375798,0.377121,2023-02-24 14:00:00,
65,0.378309,0.378808,0.376632,0.376799,2023-02-24 18:00:00,
66,0.379025,0.379446,0.377395,0.377395,2023-02-24 22:00:00,
67,0.378424,0.378438,0.377648,0.378438,2023-02-25 02:00:00,
68,0.378235,0.379084,0.37763,0.37763,2023-02-25 06:00:00,
69,0.378026,0.378836,0.378026,0.378675,2023-02-25 10:00:00,
70,0.378079,0.378098,0.376821,0.376821,2023-02-25 14:00:00,
71,0.376382,0.378948,0.374627,0.378948,2023-02-25 18:00:00,
72,0.378646,0.379181,0.378213,0.379181,2023-02-25 22:00:00,
73,0.379041,0.379041,0.378191,0.378191,2023-02-26 02:00:00,
74,0.378396,0.378446,0.377897,0.377951,2023-02-26 06:00:00,
75,0.377737,0.377737,0.376552,0.376552,2023-02-26 10:00:00,
76,0.376589,0.377382,0.376589,0.377382,2023-02-26 14:00:00,
77,0.379319,0.380946,0.376847,0.376847,2023-02-26 18:00:00,
78,0.378163,0.378657,0.376856,0.376856,2023-02-26 22:00:00,
79,0.376365,0.377025,0.375938,0.375938,2023-02-27 02:00:00,
80,0.375864,0.375864,0.372735,0.373782,2023-02-27 06:00:00,
81,0.373701,0.378518,0.373621,0.378518,2023-02-27 10:00:00,
82,0.380119,0.380119,0.375574,0.375574,2023-02-27 14:00:00,
83,0.377784,0.38143,0.377784,0.38143,2023-02-27 18:00:00,
84,0.379199,0.379199,0.373185,0.373185,2023-02-27 22:00:00,
85,0.376119,0.377854,0.376119,0.377394,2023-02-28 02:00:00,
86,0.373918,0.376193,0.373301,0.376193,2023-02-28 06:00:00,
87,0.377304,0.379426,0.377304,0.378405,2023-02-28 10:00:00,
88,0.379877,0.381901,0.378222,0.381901,2023-02-28 14:00:00,
89,0.381437,0.381967,0.37574,0.378635,2023-02-28 18:00:00,
90,0.377119,0.377119,0.374613,0.374711,2023-02-28 22:00:00,
91,0.377497,0.383232,0.377497,0.383232,2023-03-01 02:00:00,
92,0.382261,0.383438,0.381815,0.381815,2023-03-01 06:00:00,
93,0.380185,0.381595,0.380185,0.381595,2023-03-01 10:00:00,
94,0.382099,0.383258,0.381161,0.383258,2023-03-01 14:00:00,
95,0.383038,0.383797,0.383038,0.383282,2023-03-01 18:00:00,
96,0.384212,0.384212,0.378779,0.378779,2023-03-01 22:00:00,
97,0.378537,0.379907,0.378537,0.379234,2023-03-02 02:00:00,
98,0.378764,0.378942,0.378446,0.378858,2023-03-02 06:00:00,
99,0.378894,0.378894,0.375623,0.375623,2023-03-02 10:00:00,
100,0.375895,0.378772,0.37489,0.378772,2023-03-02 14:00:00,
101,0.381279,0.381279,0.37926,0.37926,2023-03-02 18:00:00,
102,0.37787,0.378389,0.359561,0.364905,2023-03-02 22:00:00,
103,0.36654,0.369664,0.36654,0.369664,2023-03-03 02:00:00,
104,0.366951,0.368827,0.366615,0.368827,2023-03-03 06:00:00,
105,0.368986,0.370964,0.368445,0.368445,2023-03-03 10:00:00,
106,0.36873,0.369695,0.367861,0.369695,2023-03-03 14:00:00,
107,0.371935,0.3762,0.37192,0.3762,2023-03-03 18:00:00,
108,0.37889,0.37889,0.376773,0.376773,2023-03-03 22:00:00,
109,0.376725,0.377091,0.376259,0.377009,2023-03-04 02:00:00,
110,0.377628,0.377902,0.37656,0.37656,2023-03-04 06:00:00,
111,0.376954,0.376976,0.376711,0.376711,2023-03-04 10:00:00,
112,0.376846,0.378824,0.376846,0.377672,2023-03-04 14:00:00,
113,0.374199,0.374543,0.37249,0.374543,2023-03-04 18:00:00,
114,0.375483,0.377808,0.37372,0.37372,2023-03-04 22:00:00,
115,0.376292,0.376469,0.374884,0.374884,2023-03-05 02:00:00,
116,0.374912,0.374912,0.373483,0.374554,2023-03-05 06:00:00,
117,0.373565,0.374055,0.373565,0.373655,2023-03-05 10:00:00,
118,0.373207,0.373207,0.371698,0.372028,2023-03-05 14:00:00,
119,0.370115,0.371361,0.370115,0.370464,2023-03-05 18:00:00,
120,0.368689,0.370938,0.364557,0.364557,2023-03-05 22:00:00,
121,0.36703,0.36703,0.364932,0.364932,2023-03-06 02:00:00,
122,0.364333,0.365956,0.363255,0.365956,2023-03-06 06:00:00,
123,0.362701,0.36638,0.362701,0.36638,2023-03-06 10:00:00,
124,0.368044,0.372835,0.368044,0.372835,2023-03-06 14:00:00,
125,0.373482,0.373482,0.372134,0.37216,2023-03-06 18:00:00,
126,0.370967,0.370967,0.369346,0.369346,2023-03-06 22:00:00,
127,0.369062,0.373268,0.369062,0.373268,2023-03-07 02:00:00,
128,0.370915,0.371805,0.369919,0.371805,2023-03-07 06:00:00,
129,0.372229,0.377414,0.372229,0.377414,2023-03-07 10:00:00,
130,0.380818,0.380818,0.377163,0.379942,2023-03-07 14:00:00,
131,0.381956,0.384747,0.381956,0.381962,2023-03-07 18:00:00,
132,0.381325,0.38339,0.377572,0.377572,2023-03-07 22:00:00,
133,0.380128,0.380572,0.373573,0.376085,2023-03-08 02:00:00,
134,0.377054,0.385617,0.377054,0.385617,2023-03-08 06:00:00,
135,0.387665,0.39663,0.387665,0.392521,2023-03-08 10:00:00,
136,0.396422,0.397461,0.393629,0.393629,2023-03-08 14:00:00,
137,0.396895,0.39787,0.389287,0.389287,2023-03-08 18:00:00,
138,0.389546,0.392952,0.389546,0.391271,2023-03-08 22:00:00,
139,0.389737,0.389737,0.387977,0.389645,2023-03-09 02:00:00,
140,0.391444,0.394649,0.391444,0.394649,2023-03-09 06:00:00,
141,0.394614,0.395528,0.394614,0.394867,2023-03-09 10:00:00,
142,0.394687,0.394687,0.387454,0.387454,2023-03-09 14:00:00,
143,0.37984,0.37984,0.366799,0.375616,2023-03-09 18:00:00,
144,0.373153,0.373153,0.369584,0.370494,2023-03-09 22:00:00,
145,0.375372,0.375372,0.36993,0.36993,2023-03-10 02:00:00,
146,0.371335,0.371598,0.361285,0.361285,2023-03-10 06:00:00,
147,0.364809,0.370989,0.364809,0.367627,2023-03-10 10:00:00,
148,0.37115,0.372083,0.366161,0.366161,2023-03-10 14:00:00,
149,0.368719,0.372821,0.368719,0.372821,2023-03-10 18:00:00,
150,0.371691,0.374017,0.37161,0.372308,2023-03-10 22:00:00,
151,0.370608,0.370874,0.369402,0.369964,2023-03-11 02:00:00,
152,0.363547,0.366614,0.363547,0.363796,2023-03-11 06:00:00,
153,0.362812,0.363202,0.361775,0.363202,2023-03-11 10:00:00,
154,0.363127,0.366359,0.363073,0.366359,2023-03-11 14:00:00,
155,0.363994,0.365536,0.363511,0.363511,2023-03-11 18:00:00,
156,0.366037,0.366346,0.3643,0.3643,2023-03-11 22:00:00,
157,0.364777,0.364777,0.363764,0.364096,2023-03-12 02:00:00,
158,0.361209,0.361337,0.360267,0.361337,2023-03-12 06:00:00,
159,0.362128,0.362128,0.353672,0.353672,2023-03-12 10:00:00,
160,0.353865,0.365018,0.353865,0.365018,2023-03-12 14:00:00,
161,0.362015,0.369021,0.362015,0.369021,2023-03-12 18:00:00,
162,0.37247,0.375585,0.370408,0.370408,2023-03-12 22:00:00,
163,0.367703,0.368009,0.366574,0.366574,2023-03-13 02:00:00,
164,0.366156,0.366156,0.360119,0.363664,2023-03-13 06:00:00,
165,0.362401,0.375727,0.360142,0.375727,2023-03-13 10:00:00,
166,0.377525,0.377691,0.375355,0.377691,2023-03-13 14:00:00,
167,0.376604,0.376604,0.373801,0.375149,2023-03-13 18:00:00,
168,0.374133,0.374133,0.371105,0.371105,2023-03-13 22:00:00,
169,0.372609,0.372609,0.369774,0.37127,2023-03-14 02:00:00,
170,0.369716,0.37117,0.367933,0.37117,2023-03-14 06:00:00,
171,0.370503,0.385298,0.370503,0.385298,2023-03-14 10:00:00,
172,0.385189,0.385189,0.3769,0.3769,2023-03-14 14:00:00,
173,0.377473,0.377473,0.373898,0.374863,2023-03-14 18:00:00,
174,0.37422,0.376038,0.372957,0.376038,2023-03-14 22:00:00,
175,0.375834,0.376753,0.375014,0.375191,2023-03-15 02:00:00,
176,0.375652,0.375652,0.370959,0.370959,2023-03-15 06:00:00,
177,0.371255,0.371255,0.364677,0.364677,2023-03-15 10:00:00,
178,0.362639,0.364878,0.360818,0.364878,2023-03-15 14:00:00,
179,0.363331,0.364823,0.362438,0.362438,2023-03-15 18:00:00,
180,0.36204,0.362579,0.361343,0.362579,2023-03-15 22:00:00,
